transaction_id,customer_id,product_id,amount,transaction_date,payment_method
940,73,18,70.80273735,2024-01-01 18:00:00,Credit Card
941,20,2,118.4543524,2024-01-20 16:00:00,Cash
942,45,32,249.3728806,2024-02-03 15:00:00,Debit Card
943,27,30,286.3929358,2024-04-20 03:00:00,Cash
944,88,19,167.0457474,2024-11-29 19:00:00,Credit Card
945,79,40,118.9579862,2024-05-22 21:00:00,PayPal
946,34,20,218.5329533,2024-05-30 20:00:00,Debit Card
947,29,22,178.8474215,2024-04-01 21:00:00,Credit Card
948,82,50,,2024-07-16 23:00:00,Credit Card
949,15,39,272.0064746,2024-12-02 20:00:00,PayPal
950,97,49,146.49495,2024-03-09 22:00:00,PayPal
951,62,4,156.0440926,2024-02-16 17:00:00,Credit Card
952,96,29,197.2823852,2024-02-25 13:00:00,Credit Card
953,97,21,49.92553847,2024-02-20 11:00:00,PayPal
954,68,50,184.2503697,2024-01-01 08:00:00,Cash
955,102,41,86.32375651,2024-05-13 00:00:00,Cash
956,78,34,83.86233615,2024-06-15 19:00:00,PayPal
957,8,13,96.33472021,2024-05-19 19:00:00,Credit Card
958,16,28,32.1555092,2024-04-08 16:00:00,Cash
959,73,18,70.80273735,2024-09-29 12:00:00,Credit Card
960,115,17,210.7129991,2024-08-24 20:00:00,PayPal
961,100,6,99.76441255,2024-05-24 05:00:00,Debit Card
962,112,14,135.7937484,2024-05-04 17:00:00,Cash
963,61,30,286.3929358,2024-09-01 17:00:00,Debit Card
964,104,32,249.3728806,2024-05-23 06:00:00,Debit Card
965,123,5,91.89743896,2024-02-08 01:00:00,PayPal
966,89,16,70.72181787,2024-11-22 11:00:00,Debit Card
967,90,32,249.3728806,2024-10-03 09:00:00,Debit Card
968,123,29,197.2823852,2024-03-17 10:00:00,PayPal
969,66,14,135.7937484,2024-01-16 20:00:00,Cash
970,95,41,86.32375651,2024-05-29 07:00:00,Credit Card
971,22,50,184.2503697,2024-11-22 21:00:00,Credit Card
972,72,50,184.2503697,2024-11-25 09:00:00,PayPal
973,43,35,79.37255517,2024-11-02 11:00:00,Cash
974,73,26,,2024-05-22 11:00:00,PayPal
975,78,34,,2024-11-20 20:00:00,PayPal
976,58,2,118.4543524,2024-06-13 02:00:00,Credit Card
977,37,44,250.3320092,2024-02-16 17:00:00,Debit Card
978,94,16,70.72181787,2024-04-27 14:00:00,Debit Card
979,88,21,49.92553847,2024-09-20 16:00:00,Credit Card
980,124,4,156.0440926,2024-08-16 17:00:00,PayPal
981,8,23,91.83757944,2024-11-17 11:00:00,Cash
982,114,37,135.0879715,2024-02-27 01:00:00,PayPal
983,33,13,96.33472021,2024-11-30 05:00:00,Credit Card
984,30,6,99.76441255,2024-10-05 00:00:00,Cash
985,13,20,218.5329533,2024-11-23 09:00:00,PayPal
986,24,3,48.39783197,2024-09-23 03:00:00,Debit Card
987,40,37,,2024-06-28 02:00:00,Credit Card
988,106,3,48.39783197,2024-08-05 02:00:00,Credit Card
989,73,7,106.0411902,2024-09-11 21:00:00,PayPal
990,116,45,138.646711,2024-11-25 10:00:00,Cash
991,68,25,155.3927811,2024-12-14 03:00:00,Debit Card
992,99,15,54.12810613,2024-12-29 11:00:00,PayPal
993,33,32,249.3728806,2024-04-22 08:00:00,PayPal
994,110,22,178.8474215,2024-01-24 08:00:00,Credit Card
995,121,46,206.9139718,2024-02-14 14:00:00,Debit Card
996,46,21,49.92553847,2024-12-12 02:00:00,Cash
997,62,21,49.92553847,2024-02-22 12:00:00,PayPal
998,94,2,118.4543524,2024-11-11 03:00:00,PayPal
999,60,10,,2024-08-03 17:00:00,Credit Card
1000,36,9,170.9651575,2024-06-23 11:00:00,Credit Card
